row_index,variety,approval_no,approval_year,level,province,is_hybrid,three_line,two_line,subspecies,season_hint,region_group,yield_2yr_kg_mu,yield_gain_pct,ck,yield_prod_kg_mu,gain_prod_pct,duration_d,duration_diff_d,plant_height_cm,panicles_10k_mu,panicle_len_cm,grains_per_panicle,seed_setting_pct,tgw_g,blast_index_mean,blast_index_max,neck_blast_loss_max_grade,blast_text,blb_grade,blb_text,bph_grade,heat_text,cold_text,head_rice_pct,chalkiness_deg_pct,chalky_grain_pct,amylose_pct,gel_mm,lw_ratio,alkali,quality_grade,quality_std,is_winall,applicant,source_text_len
82,盛泰优9712,国审稻2013028,2013.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,509.1,,金优207,512.6,7.6,115.6,-0.6,94.6,23.3,22.4,,79.0,25.7,6.0,6.0,,高感稻瘟病,7.0,感白叶枯病,9.0,,耐冷性一般,55.9,3.9,26.0,17.7,54.0,3.2,,3.0,《优质稻谷》,False,湖南洞庭高科种业股份有限公司,421
83,徽两优9810,赣审稻2015001,2015.0,省审,赣,True,False,True,,,,609.05,6.93,Y两优1号,,,123.6,,111.2,18.5,22.9,184.5,82.9,22.2,,,,高感稻瘟病,,,,,,,,,,90.0,3.4,,,,False,江西金信种业有限公司,427
84,丰华占,国审稻2003037,2003.0,国审,,False,False,False,籼,早稻,华南早籼优质组,,,粤香占,456.6,2.91,123.2,,97.9,22.7,21.8,135.2,82.6,22.0,,,,,3.0,,,,,55.4,3.2,,13.8,73.5,3.2,,,,False,广东省农科院水稻研究所,410
85,C两优608,国审稻2010015,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,592.9,4.8,Ⅱ优838,581.5,7.2,133.5,-1.3,110.8,16.9,23.9,171.0,80.7,27.1,6.6,6.6,,,7.0,,9.0,,,57.0,9.2,39.0,14.5,79.0,2.8,,,,False,湖南隆平种业有限公司、湖南农业大学,441
86,光灿1号,豫审稻2010002,2010.0,省审,豫,False,False,False,粳,,,,,豫粳6号,,,156.0,,,21.3,,,89.0,,,,,,,,,,,,,,,,,,,,False,获嘉县友光农作物研究所 河南光灿种业有限公司,278
87,隆两优1988,国审稻2016609,2016.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,656.74,7.99,丰两优四号,672.26,3.72,138.6,2.4,125.8,15.4,25.3,,84.9,27.6,3.6,3.6,,中感稻瘟病,7.0,感白叶枯病,9.0,,,55.8,4.4,16.0,14.5,89.0,3.1,,,,False,,440
88,吉优雅占,赣审稻2015018,2015.0,省审,赣,True,True,False,,,,578.25,5.63,天优998,,,121.0,,98.8,21.0,20.5,139.7,81.8,25.9,,,,高感稻瘟病,,,,,,,,,,50.0,3.2,,2.0,,False,江西天涯种业有限公司,424
89,晶两优华占,赣审稻2016007,2016.0,省审,赣,True,False,True,,,,605.19,5.52,Y两优1号,,,129.3,,113.4,19.5,24.4,170.8,84.3,22.9,,,,感稻瘟病,,,,,,,,,,75.0,3.2,,,,False,江西天涯种业有限公司,437
90,苏秀867,国审稻2011029,2011.0,国审,,False,False,False,粳,,黄淮粳稻组,610.1,4.4,徐稻3号,590.1,3.6,154.5,-1.4,90.8,,16.4,137.4,83.6,25.6,,,3.0,,,,,,,72.4,1.3,,16.3,85.0,,,2.0,《优质稻谷》,False,浙江省嘉兴市农业科学研究院、江苏省连云港市苏乐种业科技有限公司,415
91,C两优513,国审稻2015021,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,625.1,,丰两优四号,613.0,5.2,132.7,-2.6,114.9,18.9,25.2,197.8,80.7,22.4,2.9,2.9,,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性中等,,60.5,1.9,14.0,12.9,83.0,3.3,,,,False,湖南农业大学,409
92,珞优8号,国审稻2007023,2007.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,568.5,3.48,汕优63,538.19,5.95,138.8,,122.1,17.2,23.1,174.7,74.0,26.9,5.1,5.1,,,7.0,,,,,61.4,4.1,22.0,22.7,65.0,3.1,,3.0,《优质稻谷》,False,武汉大学,434
93,吉粳88（区试代号：吉01-124）,国审稻2005051,2005.0,国审,,False,False,False,粳,,北方稻区吉玉粳组,569.7,-4.6,吉玉粳,507.6,0.1,153.5,,95.0,,17.6,134.2,88.0,21.2,,,,,,,,,,71.3,0.2,4.0,16.3,83.0,,,1.0,《优质稻谷》,False,吉林省农业科学院水稻研究所,353
94,徽两优882,国审稻2015025,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,621.6,,丰两优四号,610.2,4.3,140.3,5.1,115.0,18.1,23.9,200.1,78.5,22.2,3.9,3.9,,感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性中等,,65.1,1.3,8.0,15.1,78.0,3.3,,3.0,《优质稻谷》,True,安徽荃银高科种业股份有限公司,423
95,野香优2号,桂审稻2013010,2013.0,省审,桂,True,True,False,籼,早稻,,,,,555.5,1.93,126.0,,119.0,17.3,25.3,145.9,83.1,26.1,7.4,7.4,,感稻瘟病,,高感白叶枯病,,,,57.8,1.6,,16.8,73.0,3.1,,2.0,《优质稻谷》,False,广西绿海种业有限公司,484
96,深两优1813,湘审稻2015016,2015.0,省审,湘,True,False,True,籼,中稻,,606.47,4.07,,,,146.6,,106.8,14.9,,197.5,81.2,25.3,,,,,5.0,,,,,63.0,0.7,3.0,15.0,85.0,3.2,6.8,,,False,湖南隆平种业有限公司、袁隆平农业高科技股份有限公司,420
97,徽两优华占,鄂审稻2015004,2015.0,省审,鄂,True,False,True,籼,中稻,,,,,,,133.4,2.6,111.3,18.9,24.0,184.7,83.9,23.51,3.0,3.0,,中抗稻瘟病,7.0,感白叶枯病,,,,,,,,,,,,,False,,347
98,新华两优9号,国审稻2012025,2012.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,580.7,,Ⅱ优838,599.4,7.2,131.8,-1.8,122.8,16.1,25.1,175.7,79.2,27.6,5.8,5.8,,高感稻瘟病,9.0,,9.0,抽穗期耐热性较差,,58.2,14.3,68.3,20.7,56.0,2.9,,,,True,安徽荃银高科种业股份有限公司,409
99,T优272,国审稻2007029,2007.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,484.15,2.85,金优207,466.4,3.0,114.9,,105.5,17.4,25.4,157.7,76.0,26.3,5.2,5.2,,,,,,,,65.8,2.2,17.0,21.5,67.0,3.4,,2.0,《优质稻谷》,False,湖南亚华种业科学研究院,441
100,苏秀10号,豫审稻2010003,2010.0,省审,豫,False,False,False,粳,,,,,豫粳6号,,,163.0,,,,,,84.1,,,,,,,,,,,,,,,,,,,,False,浙江省嘉兴市农业科学研究院,268
101,皖稻153,国审稻2008013,2008.0,国审,,True,False,True,籼,中稻,长江中下游迟熟中籼组,581.4,5.54,Ⅱ优838,560.7,5.27,134.2,1.0,115.2,16.6,22.8,188.3,81.5,23.8,5.9,5.9,,,5.0,,9.0,,,62.9,4.7,34.0,23.1,73.0,2.9,,,,False,安徽省农业科学院水稻研究所,448
102,Y两优527,湘审稻2009013,2009.0,省审,湘,True,False,True,籼,中籼,,556.2,3.5,II优58,,,140.0,,113.0,17.2,,146.5,83.7,27.7,,,,,,,,,,68.3,4.5,28.0,12.8,80.0,3.0,4.1,,,False,长沙长龙生物科技有限公司、湖南杂交水稻研究中心,454
103,玖两优黄华占,赣审稻2015030,2015.0,省审,赣,True,False,True,,,,572.04,8.12,岳优9113,,,114.4,,91.7,21.9,21.3,131.9,84.6,24.0,,,,高感稻瘟病,,,,,,,,,,60.0,3.0,,1.0,,False,江西博大种业有限公司,417
104,垦稻20,黑垦审稻2009003,2009.0,省审,黑,True,False,False,粳,,,,,合江19平均,,15.2,,,96.2,,17.4,,,27.8,,,,,,,,,耐冷性鉴定：处理空,61.5,0.2,,,,,,,,False,黑龙江省农垦科学院水稻研究所,407
105,天优华占,粤审稻2011036,2011.0,省审,粤,True,True,False,,,,,,种优优122分别,470.46,8.55,107.0,,,,,,72.5,,,,,抗稻瘟病,,感白叶枯病,,,,62.0,5.3,16.0,21.8,,3.3,,3.0,,False,中国水稻研究所、中国科学院遗传与发育生物学研究所、广东省农业科学院水稻研究所,601
106,两优688,国审稻2010010,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,596.4,6.0,Ⅱ优838,576.4,6.5,135.5,0.9,130.3,17.2,25.8,152.0,82.3,29.8,4.7,4.7,,,7.0,,7.0,抽穗期耐热性弱,,57.4,19.9,78.0,22.4,60.0,2.8,,,,False,福建省南平市农业科学研究所、福建省农业科学院水稻研究所,446
107,南粳52,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
108,农香优华占,赣审稻2016005,2016.0,省审,赣,True,True,False,,,,633.89,7.42,Y两优1号,,,127.5,,109.2,19.6,23.2,168.3,83.3,24.4,,,,高感稻瘟病,,,,,,,,,,80.0,3.4,,,,False,江西天涯种业有限公司,437
109,荃两优丝苗,国审稻20176041,2017.0,国审,,True,False,True,籼,一季稻,长江中下游中籼组,650.02,,丰两优四号,608.53,8.13,136.6,-1.4,118.5,15.2,24.4,205.2,84.4,26.1,,,,中感稻瘟病,,感白叶枯病,,抽穗期耐热性1级,,68.3,1.1,9.0,16.9,80.0,3.2,,2.0,《优质稻谷》,False,,459
110,宜香725,,,,,True,True,False,籼,,,447.3,-0.2,冈优151,587.2,,146.0,,106.2,,24.8,,78.2,,,,,抗稻瘟病,,,,,,71.4,1.5,14.0,15.0,80.0,2.9,7.0,3.0,国标,False,,320
111,中早39,国审稻2012015,2012.0,国审,,False,False,False,籼,双季,长江中下游早籼早中熟组,482.9,,株两优819,523.7,6.1,112.2,0.7,82.0,19.6,17.6,125.3,84.1,26.0,1.8,1.8,,中感稻瘟病,7.0,感白叶枯病,9.0,,,69.1,22.5,98.0,24.2,48.0,1.9,,,,False,中国水稻研究所,416
112,飓两优8612,国审稻20242025,2024.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,664.4,6.8,,677.2,6.2,133.0,,128.2,16.3,27.0,204.4,82.8,26.4,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,,,68.9,3.0,,16.3,67.0,3.2,6.5,2.0,《食用稻品种品质》,False,袁隆平农业高科技股份有限公司,455
113,东农427,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,东北农业大学农学院,28
114,华润2号,湘审稻2014019,2014.0,省审,湘,False,False,False,,晚稻,,534.52,0.48,天优华占,,,118.6,,100.3,22.2,,129.5,85.3,24.0,,,,,,,,,,65.8,1.3,10.0,17.4,70.0,3.7,7.0,,,False,湖北省农业科学研究院粮食作物研究所、湖南亚华种子有限公司,421
115,广两优香66,国审稻2012028,2012.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,555.1,,Ⅱ优838,553.5,0.2,138.8,5.2,128.1,15.5,25.3,166.1,76.1,29.8,5.1,5.1,,感稻瘟病,5.0,中感白叶枯病,7.0,,,58.6,3.4,17.7,16.9,81.0,2.9,,3.0,《优质稻谷》,False,湖北省优质水稻研究开发中心,418
116,Y两优2号,国审稻2013027,2013.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,615.4,,丰两优四号,580.4,9.1,139.1,2.2,122.6,17.1,28.3,198.5,78.9,24.8,5.5,5.5,,高感稻瘟病,7.0,感白叶枯病,9.0,,,64.7,3.6,28.0,15.5,84.0,3.0,,3.0,《优质稻谷》,False,湖南杂交水稻研究中心,418
117,旱稻906,皖稻2014025,2014.0,省审,皖,False,False,False,,,,,,,,,120.0,,100.0,22.0,,108.0,87.0,27.0,,,,,,,,,,,,,,,,,,,False,,240
118,新两优343,国审稻2010021,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,607.0,7.8,Ⅱ优838,594.8,9.2,134.2,,128.5,15.5,24.2,187.8,80.5,28.5,6.0,6.0,,,5.0,,9.0,,,61.6,2.8,22.0,15.7,78.0,2.8,,3.0,《优质稻谷》,True,安徽荃银高科种业股份有限公司,467
119,新两优223,国审稻2010011,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,608.6,6.78,Ⅱ优838,579.7,7.2,134.4,-1.1,129.9,15.9,25.7,176.5,81.1,29.5,6.2,6.2,,,7.0,,9.0,,,45.9,4.6,39.0,16.1,74.0,2.9,,,,True,安徽荃银高科种业股份有限公司,442
120,C两优608,湘审稻2009027,2009.0,省审,湘,True,False,True,籼,晚籼,,563.04,4.03,汕优63,,,124.0,,113.0,,,174.0,,27.4,,,,,,感白叶枯病,,,,59.8,2.9,32.0,13.8,76.0,2.8,4.3,,,False,湖南隆平种业有限公司、湖南农业大学,423
121,两优8106,国审稻2013015,2013.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,585.4,,Ⅱ优838,558.8,5.3,130.5,-3.7,116.0,15.6,24.7,164.6,83.9,30.1,5.8,5.8,,感稻瘟病,7.0,感白叶枯病,9.0,,,49.1,12.5,61.0,13.8,83.0,2.7,,,,True,安徽荃银高科种业股份有限公司,405
122,甬优9号,国审稻2008023,2008.0,国审,,True,True,False,籼,单季,长江中下游单季晚粳组,628.1,19.66,秀水63,541.7,10.15,152.7,5.3,118.7,16.8,24.0,200.4,77.6,25.8,4.4,4.4,,,,,9.0,,,72.7,1.4,12.0,16.8,75.0,2.6,,2.0,《优质稻谷》,False,浙江省宁波市农业科学研究院作物研究所、宁波市种子有限公司,476
123,C两优396,国审稻2010014,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,594.6,5.1,Ⅱ优838,597.1,9.8,133.6,-1.2,115.5,17.7,24.3,144.0,83.6,29.6,5.6,5.6,,,7.0,,9.0,,,57.2,8.9,39.0,14.9,83.0,2.9,,,,False,湖南农业大学,449
124,玮两优8612,国审稻20206128,2020.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,670.52,6.3,丰两优四号,653.46,4.44,133.3,,122.6,15.4,25.8,212.3,84.3,25.8,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性一般,,63.6,2.0,,16.0,68.0,3.2,3.6,,,False,袁隆平农业高科技股份有限公司,437
125,南粳46,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
126,徽两优001,国审稻2016036,2016.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,641.1,,丰两优四号,684.7,7.6,136.0,-1.6,117.4,16.6,24.3,175.9,82.4,28.2,,,,感稻瘟病,5.0,中感白叶枯病,9.0,,,62.1,3.9,21.0,13.3,80.0,3.1,,,,False,,408
127,松粳6号（松97-98）,,,,,True,False,False,粳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,黑龙江省农科院第二水稻研究所,26
128,镇稻18号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
129,昱香两优馥香占,赣审稻20210049,2021.0,省审,赣,True,False,True,,,,594.53,3.85,天优华占,,,122.9,,109.5,22.1,24.8,166.4,80.3,21.4,,,,高感稻瘟病,,,,,,,,,,62.0,4.0,6.3,1.0,部标,False,江西科源种业有限公司、广西恒茂农业科技有限公司、袁隆平农业高科技股份有限公司、湖南隆平好粮网络科技有限公司,432
130,天优华占,国审稻2008020,2008.0,国审,,True,True,False,籼,双季,长江中下游中迟熟晚籼组,523.7,10.32,汕优46,491.7,7.15,119.2,-0.3,101.3,18.9,21.1,155.1,76.8,24.9,3.4,3.4,,,7.0,,7.0,,,69.9,0.3,3.0,20.7,80.0,3.4,,1.0,《优质稻谷》,False,中国水稻研究所、中国科学院遗传与发育生物学研究所、广东省农业科学院水稻研究所,456
131,甬优1540,浙审稻2014017,2014.0,省审,浙,False,False,False,粳,单季,,,,甬优9号,668.5,6.7,146.5,-7.7,117.5,13.1,21.5,255.3,85.6,23.3,,,,,,,,,,71.1,5.1,28.0,16.0,71.0,2.3,,,部颁,False,宁波市种子有限公司,568
132,清两优225,国审稻20186087,2018.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,616.26,2.67,丰两优四号,585.65,1.22,138.9,,124.4,14.4,28.4,247.5,78.6,25.3,,,9.0,高感稻瘟病,,中感白叶枯病,,抽穗期耐热性较弱,,60.4,2.8,8.0,13.9,75.0,3.9,,3.0,《食用稻品种品质》,False,,436
133,隆两优1206,国审稻2016606,2016.0,国审,,True,False,True,籼,中稻,长江上游中籼迟熟组,597.74,2.61,F优498,632.2,11.5,157.3,3.1,112.3,15.58,22.8,,83.9,26.4,3.7,3.7,,中感稻瘟病,,,9.0,,,58.2,2.7,19.7,17.4,76.0,3.0,,2.0,《优质稻谷》,False,,454
134,陵两优7717,国审稻2014001,2014.0,国审,,True,False,True,籼,双季,早籼早中熟组,492.7,,株两优819,493.1,4.2,111.5,2.8,82.1,22.7,18.7,,85.8,26.9,5.6,5.6,,高感稻瘟病,5.0,中感白叶枯病,7.0,,,51.5,21.6,96.0,25.1,81.0,2.6,,,,False,湖南亚华种业科学院,410
135,冈8优316,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟8组,567.02,7.13,冈优725,572.38,6.3,144.2,-1.8,,,25.0,,85.6,28.2,,,,,,,,,,60.6,12.1,72.0,26.0,88.0,2.5,,,,False,四川华元博冠生物育种有限责任公司、四川农大高科农业有限责任公司、,519
136,Y两优5867（原名：深两优5867）,浙审稻2011016,2011.0,省审,浙,False,False,True,,单季,,,,两优培九,587.4,1.7,135.0,-0.6,122.8,15.5,26.1,161.1,86.7,28.2,,,,,,,,,,64.1,5.6,34.0,14.0,72.0,3.1,,,部颁,False,江西科源种业有限公司、国家杂交水稻工程技术研究中心清华深圳龙岗研究所,545
137,五优308,国审稻2008014,2008.0,国审,,True,True,False,籼,双季,长江中下游早熟晚籼组,504.5,6.68,金优207,511.7,0.29,112.2,1.7,99.6,19.4,21.7,157.3,73.3,23.6,5.1,5.1,,,,,5.0,,,59.1,0.8,6.0,20.6,58.0,2.9,,1.0,《优质稻谷》,False,广东省农业科学院水稻研究所,458
138,辽星17,国审稻2007044,2007.0,国审,,False,False,False,粳,,秋光组,616.6,-2.6,秋光,623.6,1.3,158.8,,99.3,,15.7,128.5,77.4,22.3,,,,,,,,,,69.4,0.5,,17.7,80.0,,,1.0,《优质稻谷》,False,辽宁省稻作研究所,352
139,野香优3号,桂审稻2013035,2013.0,省审,桂,True,True,False,籼,中稻,,,,,549.7,6.82,141.0,,120.0,14.5,28.0,181.2,81.0,27.0,6.0,6.0,,中感稻瘟病,,高感白叶枯病,,,,70.2,1.6,,16.4,70.0,3.1,,2.0,《优质稻谷》,False,广西绿海种业有限公司,530
140,Y两优5845（区试名称：Y58S/R5845）,黔审稻2010007,2010.0,省审,黔,True,False,True,籼,,,605.78,3.66,,592.62,0.4,,,111.7,14.5,,,80.4,27.0,,,,,,,,,耐冷性鉴定为中等,67.4,3.5,30.0,15.0,83.0,2.8,,3.0,国标,False,,471
141,田丰优109,,,,,True,False,False,籼,中籼,,,,,,,152.0,1.0,115.8,,,,79.2,27.7,,,,,,,,,,,,,,,,,,,False,,197
142,C两优343,国审稻2010018,2010.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,582.8,3.4,Ⅱ优838,583.9,6.7,133.7,-1.3,109.7,19.0,24.1,161.9,80.8,25.1,6.0,6.0,,,5.0,,9.0,,,58.2,7.6,36.0,21.8,58.0,3.0,,,,False,湖南农业大学、湖南省岳阳市农业科学研究所,447
143,春优84,浙审稻2013020,2013.0,省审,浙,False,True,False,,单季,,,,嘉优2号,658.3,13.0,156.7,9.2,120.0,14.0,18.7,244.9,83.6,25.2,,,,,,,,,,65.9,11.3,71.0,16.8,80.0,2.0,,,部颁,False,中国水稻研究所、浙江农科种业有限公司,546
144,Y两优3399,湘审稻2009014,2009.0,省审,湘,True,False,True,籼,中籼,,,,两优培九,,,136.0,,125.0,16.8,,161.7,80.0,26.1,,,,,,,,,,67.8,3.9,29.0,14.2,78.0,3.0,7.0,,,False,湖南科裕隆种业有限公司、国家杂交水稻工程技术研究中心,457
145,泰优808,国审稻20200134,2020.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,631.89,5.17,F优498,617.5,5.1,150.2,,113.5,14.1,24.1,212.6,83.3,27.4,,,5.0,中感稻瘟病,,,9.0,抽穗期耐热性较强,耐冷性一般,63.6,1.0,,17.1,61.0,3.2,6.8,1.0,《食用稻品种品质》,False,四川泰隆汇智生物科技有限公司,443
146,武运粳30号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
147,科两优889,国审稻2015024,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,629.6,,丰两优四号,623.0,7.3,136.8,1.5,122.6,17.5,25.3,183.3,84.3,24.7,5.3,5.3,,高感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,,65.8,2.6,18.0,15.0,75.0,3.0,,3.0,《优质稻谷》,False,湖南科裕隆种业有限公司,421
148,新两优917,国审稻2013029,2013.0,国审,,True,False,True,籼,双季,长江中下游晚籼早熟组,524.2,,金优207,507.0,6.5,118.1,2.2,104.5,21.4,21.8,146.4,78.3,23.8,6.2,6.2,,高感稻瘟病,7.0,感白叶枯病,9.0,,,57.3,4.5,22.0,15.5,59.0,3.0,,3.0,《优质稻谷》,True,安徽荃银高科种业股份有限公司,417
149,秀水134（原名：丙06-134）,浙审稻2010003,2010.0,省审,浙,False,False,False,,单季,,,,秀水09,587.5,10.1,152.2,0.5,97.0,16.8,16.2,143.9,91.6,26.1,,,,,,,,,,72.5,4.0,27.0,16.6,70.0,1.7,,,部颁,False,嘉兴市农业科学研究院、中国科学院遗传与发育生物学研究所浙江嘉兴农作物高新技术育种中心、余姚市种子管理站,593
150,丰两优9号,皖稻2011010,2011.0,省审,皖,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,157
151,新稻18号,国审稻2008028,2008.0,国审,,False,False,False,粳,,黄淮粳稻组,634.4,15.6,豫粳6号,579.2,12.3,156.0,,106.6,,15.5,138.3,85.5,25.6,,,,,,,,,,65.1,3.7,38.0,16.1,82.0,,,,,False,河南省新乡市农业科学院,406
152,深两优9310,国审稻2015020,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,625.6,,丰两优四号,606.7,4.3,136.7,1.4,118.6,17.3,25.5,179.5,83.8,25.9,5.5,5.5,,高感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性较强,,58.3,4.9,32.0,13.8,70.0,3.0,,,,False,江西天涯种业有限公司,409
153,两优336,湘审稻2015041,2015.0,省审,湘,True,False,True,籼,晚稻,,555.16,3.79,天优华占,,,121.5,,103.1,22.0,,147.7,80.7,23.8,,,,,5.0,,,,,55.3,2.6,18.0,21.2,50.0,3.2,6.5,,,False,湖南金健种业科技有限公司、湖南农业大学,425
154,隆两优黄莉占,国审稻2016604,2016.0,国审,,True,False,True,籼,晚稻,华南感光晚籼组,507.96,9.99,博优998,481.76,11.81,116.9,1.8,104.2,17.3,23.0,,87.9,24.2,4.0,4.0,,中感稻瘟病,7.0,感白叶枯病,9.0,,,72.1,2.2,6.0,13.8,68.3,3.2,,,部颁,False,,464
155,徐稻9号,国审稻2015049,2015.0,国审,,False,False,False,粳,,国家黄淮粳稻组,667.9,,徐稻3号,629.2,7.25,155.9,,96.7,,16.4,140.0,87.7,26.0,,,5.0,中感稻瘟病,,,,,,70.2,2.1,,15.7,73.0,,,3.0,《优质稻谷》,False,江苏徐淮地区徐州农业科学研究所,380
156,美香占2号,粤审稻2006009,2006.0,省审,粤,True,False,False,籼,,,,,种粳籼89,358.51,8.21,,,,,,,83.9,,,,,中感稻瘟病,,中感白叶枯病,,,,63.7,0.8,8.0,15.0,,,,2.0,国标,False,广东省农业科学院水稻研究所,498
157,徽两优6号,皖稻2008003,2008.0,省审,皖,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,131
158,两优98816,皖稻2014011,2014.0,省审,皖,False,False,False,,,,,,,,,139.0,,128.0,14.0,,218.0,83.0,28.0,,,,,,,,,,,,,,,,,,,False,,215
159,荃两优粤农丝苗,国审稻20216109,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,643.24,1.82,丰两优四号,,,132.6,,118.6,15.6,23.4,197.7,86.5,25.6,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性较强,,70.6,3.6,,15.7,57.0,3.1,6.5,3.0,,False,,523
160,陵两优722,国审稻2014005,2014.0,国审,,True,False,True,籼,双季,早籼迟熟组,513.5,,金优402,522.5,6.3,112.8,-0.9,82.1,21.3,19.1,,86.5,28.6,4.8,4.8,,高感稻瘟病,3.0,中抗白叶枯病,9.0,,,48.3,20.5,97.0,25.3,81.0,2.7,,,,False,中国水稻研究所、湖南亚华种业科学研究院,404
161,玮两优2268,湘审稻20242010,2024.0,省审,湘,True,False,True,籼,中稻,湖南省绿色通道中稻迟熟组,627.1,3.3,,628.6,4.2,137.2,-1.2,124.0,15.3,,193.6,87.1,26.4,,,,,,,,,,66.0,3.8,17.0,15.3,70.0,3.0,5.6,3.0,部颁,False,,462
162,泗稻12号,国审稻2008029,2008.0,国审,,False,False,False,粳,,黄淮粳稻组,614.2,11.9,豫粳6号,581.1,12.7,155.6,,104.4,,16.8,138.5,85.1,25.3,,,,,,,,,,69.2,3.4,31.0,17.0,83.0,,,,,False,江苏省农业科学院宿迁农科所,399
163,天优3301,国审稻2010016,2010.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,598.3,6.19,Ⅱ优838,581.1,6.9,133.3,-1.7,118.9,16.5,24.3,165.2,81.3,29.7,3.3,3.3,,,9.0,,7.0,,,47.9,6.0,36.0,23.2,79.0,3.1,,,,False,福建省农业科学院生物技术研究所、广东省农业科学院水稻研究所,438
164,3优88,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
165,陵两优211,国审稻2010003,2010.0,国审,,True,False,True,籼,双季,长江中下游早籼早中熟组,514.0,9.9,浙733,484.1,10.5,109.8,-0.2,79.8,23.4,18.7,105.8,82.9,26.3,5.8,5.8,,,5.0,,9.0,,,67.0,4.2,26.0,13.2,77.0,3.0,,,,False,袁隆平农业高科技股份有限公司,444
166,中作0201,国审稻2007036,2007.0,国审,,False,False,False,粳,,中作93组,623.8,9.4,中作93,623.7,30.1,175.9,,132.2,,22.0,148.5,85.9,25.5,,,,,,,,,,64.3,0.8,,15.7,84.0,,,2.0,《优质稻谷》,False,中国农业科学院作物科学研究所,361
167,H优159,湘审稻2010031,2010.0,省审,湘,True,True,False,籼,晚籼,,521.88,8.87,金优207,,,108.0,,100.0,19.5,,130.0,80.0,27.0,,,,,5.0,,,,,61.8,2.0,20.0,14.4,82.0,3.3,4.8,,,False,湖南农业大学、湖南省衡阳市农科所,409
168,桃优香占,湘审稻2015033,2015.0,省审,湘,True,True,False,籼,晚稻,,543.19,4.73,岳优9113,,,113.4,,100.8,22.0,,119.5,79.7,28.8,,,,,7.0,,,,,63.3,1.6,20.0,17.0,60.0,3.4,7.0,,,False,桃源县农业科学研究所、广东省农业科学院水稻研究所、湖南金健种业科技有限公司,439
169,Y两优689,国审稻2013018,2013.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,584.5,,Ⅱ优838,566.3,6.8,138.3,4.1,122.3,17.7,27.4,164.5,81.0,26.5,6.0,6.0,,高感稻瘟病,5.0,感白叶枯病,9.0,,,60.8,5.1,28.0,16.3,74.0,3.1,,,,False,温州市联大农业科技有限公司,404
